Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Included / International,Price / International,Compare At Price / International,Status
give-thanks,Give Thanks,"<div style=""text-align: center;"">Champagne is the perfect way to say “thank you” — in any language. <br>
</div>
<div style=""text-align: center;""></div>
<div style=""text-align: center;"">
<meta charset=""utf-8""> <i><span>Or as the French say, Merci!</span></i>
</div>
<p><b>Included:</b></p>
<ul>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">One bottle of Hervieux-Dumez Blanc de Blancs Nature</span></li>
<li style=""font-weight: 400;"">
<meta charset=""utf-8""> <span>Riedel Microfiber Polishing Cloth</span>
</li>
<li>handwritten gift note</li>
</ul>
<p><span style=""font-weight: 400;""><i><span>Disclaimer: Exact bottles shipped will depend on inventory and may not match pictured cuvées.</span></i></span></p>",Gift Set,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Gift Set,"ABV-12, Gift Set, Gift Sets, Gifts, spo-default, spo-disabled, VARIANT-34363197718572-TYPE-BOTTLE, VARIANT-34363197718572-UNIT-ML, VARIANT-34363197718572-VOLUME-750.0",true,Title,Default Title,,,,,GTHX,2267.96185,shopify,deny,manual,82.00,,true,true,"",https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork_Champagne-Gift-Set-Give-Thanks-2022.jpg?v=1667433127,1,,false,Thank You Gift Set | Champagne Gifts & Bundles | fatcork,Show your gratitude with FatCork's Thank You Gift Set. Includes One bottle of Hervieux-Dumez Blanc de Blancs Nature and elegant polishing cloth. Order online. ,,,,,,,,,,,,,lb,,36.34,true,true,,,active
give-thanks,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork_Gift-Set-Give-Thanks2.jpg?v=1667433127,2,,,,,,,,,,,,,,,,,,,,,,,,
handmade-la-conner-gardeners-scrub,Handmade La Conner Gardener's Scrub - Archive,"<meta charset=""utf-8"">
<p>It's made of fair trade sugar, shea butter, and is packed with botanical scrub - a blend of herbs and clay to help rejuvenate your skin, and is scented with Lavender + Rosemary for a fresh garden scent. </p>
<p>16 Ounces </p>
<p>Ingredients: Turbinado Sugar, Shea Butter, Coconut Oil, Avocado Oil, Lavender, Borage, Bilberry, Arnica, Comfrey, Kelp, Rhassoul Clay, Rosemary, Rosehip, Caraway, Chamomile, Calendula, Nettle Root, Witch Hazel Bark, Marshmallow, Vitamin E, Pure Essential Oils. </p>",Outsource,,Gift add on,"spo-default, spo-disabled",false,Title,Default Title,,,,,SCRU,453.59237,shopify,deny,manual,10.00,,true,true,"",,,,false,,,,,,,,,,,,,,,oz,,7.00,true,true,,,active
2-magnums-for-249,Members Only Magnum Bundle,"<div style=""text-align: center;"" data-mce-style=""text-align: center;"">
<p style=""text-align: left;"" data-mce-style=""text-align: left;""><em></em>This members only bundle of fun features<span> two</span><em> </em>non-rosé<em> cuvées</em><span> </span>and is a fool proof way to bring the excitement to any dinner or happy hour gathering. Big, bubbly, and of course delicious - bring the party with these large format bubbles.</p>
</div>
<p style=""text-align: left;"" data-mce-style=""text-align: left;""><strong>1 Magnum (1.5L) bottle = 2 bottles of bubbles or 10, 5oz glasses </strong></p>
<p style=""text-align: left;"" data-mce-style=""text-align: left;"">Bottles Included:</p>
<ul>
<li style=""text-align: left;"" data-mce-style=""text-align: left;"">1 Magnum sized bottle of Mathieu-Gandon Esprit Brut</li>
<li style=""text-align: left;"" data-mce-style=""text-align: left;"">1 Magnum sized bottle of Pascal Redon Brut Tradition</li>
<li>handwritten gift note</li>
</ul>",Bundle,,Bundle,"ABV-12, Bottle Size_Large Format, Bundles, spo-default, spo-enabled, VARIANT-34363162361900-TYPE-BOTTLE, VARIANT-34363162361900-UNIT-ML, VARIANT-34363162361900-VOLUME-3000.0",false,Title,Default Title,,,,,2MAG-membersonly,7257.47792,shopify,deny,manual,249.00,,true,true,"",https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Magnum_Presale_Blanc_b9875f14-3036-4c64-919f-dc4a87bc6bd5.jpg?v=1635272211,1,,false,,,,,,,,,,,,,,,lb,,92.04,true,true,,,draft
white-wine-drinkers,White Wine Drinkers,"<p style=""text-align: center;""><i><span style=""font-weight: 400;"">Add some sparkle to their white wine routine. </span></i></p>
<p><span style=""font-weight: 400;"">There’s nothing like a cold, crisp, refreshing glass of white wine — unless, of course, it sparkles. This gift set, featuring three of our best-loved cuvées, is one way to win over your white wine-loving friends, family, neighbors or even the perfect stranger. Cheers to a fairytale ending. </span></p>
<p>Included:<br></p>
<ul>
<li>Stephane Regnault Chromatique<br>
</li>
<li>Etienne Calsac L'Echappée Belle Extra Brut</li>
<li>Petit le Brun et Fils Blanc de Blancs Grand Cru<br>
</li>
</ul>
<em>Disclaimer: bottles may be different than they appear in the photo based on inventory</em>",Bundle,,Bundle,"ABV-12, Gift Set, Gift Sets, Gifts, Seasonal Selections, spo-default, spo-disabled, VARIANT-34363100266540-TYPE-BOTTLE, VARIANT-34363100266540-UNIT-ML, VARIANT-34363100266540-VOLUME-2250.0",true,Title,Default Title,,,,,WWDR,5443.10844,shopify,deny,manual,210.00,,true,true,"",https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork_WhiteWineDrinkers.jpg?v=1602027951,1,,false,,,Champagne Gift,,,,new,true,,,,,,,lb,,104.61,true,true,,,active
the-high-rollers,The High Rollers,"<div style=""text-align: center;"" data-mce-style=""text-align: center;""><i><span style=""font-weight: 400;"">Give them our best. </span></i></div>
<p><br><span style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"" data-mce-fragment=""1"">Why settle for anything less than the best? All fatcork cuvées are special in their own deliciously unique way, but the Champagnes in this set are dramatically … extra. Gift these stunners when you want to raise the stakes in whatever you happen to be celebrating.</span></p>
<p><br>Included:<br></p>
<ul>
<li>Single bottle of Alexandre Lenique Grand Cru Secret de Famille</li>
<li>Single bottle of Didier-Decos Absolu Boisé</li>
<li>Single bottle of Ruppert Leroy Papillon 2019</li>
<li>handwritten gift note</li>
</ul>
<p><i><span style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Disclaimer: Exact bottles shipped will depend on inventory and may not match pictured cuvées.</span></i></p>",Bundle,,Bundle,"ABV-12, Gift, Gift Set, Gift Sets, spo-default, spo-disabled, VARIANT-34363058094124-TYPE-BOTTLE, VARIANT-34363058094124-UNIT-ML, VARIANT-34363058094124-VOLUME-2250.0",true,Title,Default Title,,,,,HIGH,5443.10844,shopify,deny,manual,318.00,,true,true,"",https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork_HighRollers.jpg?v=1680551830,1,The High Rollers Gift Set ,false,High Rollers Gift Box | Unique Wine Gift | fatcork Champagne,Looking for something lavish? This trio of Champagne in a gift box is head to toe so players. Buy it in our online shop.,Champagne Gift,,,,new,true,,,,,,,lb,,160.38,true,true,,,active
the-demi-more,The Demi More (3 bottles),"<div style=""text-align: center;"" data-mce-style=""text-align: center;""><em>A bundle of demies aka half bottles.</em></div>
<br><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Did we name this precious gift set after our favorite screen queen, Demi Moore? Indeed, we did. This collection of half-bottles (known as “demis”) showcases a sampling of our most-beloved bubbles, perfect for celebrating a striking new haircut, an unexpected reunion or, we don’t know, maybe an indecent proposal? We’d never judge you.</span><br><br>Included:<br>
<ul>
<li>Single demi bottle of Pascal Redon Brut Tradition Premier Cru Demi</li>
<li>Single demi bottle of Hervieux-Dumez Brut Rosé Demi</li>
<li>Single demi bottle of Didier-Ducos Brut Reserve Demi</li>
<li>handwritten gift note</li>
</ul>
<meta charset=""utf-8"">
<p><i>Disclaimer: Exact bottles may not match pictured cuvée.</i></p>",Bundle,,Bundle,"ABV-12, Gift Set, Gift Sets, Gifts, spo-default, spo-disabled, VARIANT-34363052392492-TYPE-BOTTLE, VARIANT-34363052392492-UNIT-ML, VARIANT-34363052392492-VOLUME-1125.0",true,Title,Default Title,,,,,DEMO,3175.14659,shopify,deny,manual,110.00,,true,true,"",https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork_DemiMore.jpg?v=1602027847,1,,false,,"A bundle of demies aka half bottles. 

Is there anything better than Demi Moore in the 90s? The shaved head, the total bossness in A Few Good Men, the iconic pregnant portrait by Annie Leibovitz?! Why yes, yes there is. How about three half-bottles (known as “demis”) of our very best bubbles? This set is great for gifts or for sampling before you commit to just one bottle. Pairs well with popcorn, 90s movies, and pottery wheels.Included: Single bottle of A. Levasseur Rue de Sorbier Brut Reserve 375ml Single bottle of Mathieu-Gandon Extra Brut 375ml Single bottle of Didier-Ducos L'Albutien Brut 375ml",Champagne Gift,,,,new,true,,,,,,,lb,,51.20,true,true,,,active
the-ogs,The OGs,"<p style=""text-align: center;""><i data-mce-fragment=""1""><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Who are we to mess with tradition?</span></i></p>
<div style=""text-align: center;"">At fatcork, we love trying new things, but these classic cuvées are pretty much as good as Champagne gets. In this gift set, you’ll discover bubbles, made according to the traditional méthode Champenoise, from producers who have been with us from the beginning. We call them “the classics” or “the OGs” here at the cave.<br><em></em>
</div>
<div style=""text-align: center;""><em></em></div>
<p>Included:<br></p>
<ul>
<li>Single bottle of <a href=""https://fatcork.com/collections/single-bottles/products/esprit-saveur"">Mathieu-Gandon Esprit Saveur</a>
</li>
<li>Single bottle of <a href=""https://fatcork.com/collections/single-bottles/products/didier-ducos-et-fils-lablutien-brut-demi?_pos=4&amp;_fid=9606ebdab&amp;_ss=c"">Didier-Ducos L'Ablutien Brut</a>
</li>
<li>Single bottle of <a href=""https://fatcork.com/collections/single-bottles/products/gimonnet-oger-selection-blanc-de-blancs?_pos=8&amp;_fid=acc90e7c2&amp;_ss=c"">Gimonnet-Oger Blanc de Blancs</a>
</li>
<li>handwritten gift note</li>
</ul>
<meta charset=""utf-8"">
<p><i>Disclaimer: Exact bottles may not match pictured cuvée.</i></p>",Bundle,,Bundle,"ABV-12, Gift Set, Gift Sets, Gifts, spo-default, spo-disabled, VARIANT-34363046264876-TYPE-BOTTLE, VARIANT-34363046264876-UNIT-ML, VARIANT-34363046264876-VOLUME-2250.0",true,Title,Default Title,,,,,CLAS,5443.10844,shopify,deny,manual,200.00,,true,true,"",https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork_Classics.jpg?v=1602027794,1,,false,,"Classic, complex, and full bodied. 

This selection of cuvées showcases producers that have been with us pretty much from the beginning. Created with tradition in mind, these have become “the classics” here at the fatcork cave. Included: Single bottle of Didier Ducos Absolu Meunier Single bottle of Pascal Redon Brut Tradition Single bottle of Mathieu-Gandon Esprit Brut",Champagne Gift,,,,new,true,,,,,,,lb,,92.44,true,true,,,active
tea-towel,Tea towel,"<meta charset=""utf-8""><span>100% cotton flour sack tea towel in Natural. Approx. 22″ x 38″</span>",fatcork ,Apparel & Accessories,Merchandise,"Merchandise, spo-default, spo-disabled",false,Title,Default Title,,,,,TOWL,226.796185,shopify,deny,manual,18.00,,true,true,"",https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork_TeaTowel_5c2d6e96-c687-4745-8282-bddb008f57e5.jpg?v=1635023457,1,,false,,,,,,,,,,,,,,,lb,,5.32,true,true,,,archived
tea-towel,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Teatowelinaction.png?v=1635023458,2,,,,,,,,,,,,,,,,,,,,,,,,
tea-towel,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork_TeaTowel2_3d775ab4-5f01-4d63-90b7-80a26159e3b5.jpg?v=1635023458,3,,,,,,,,,,,,,,,,,,,,,,,,
la-vie-en-rose-6-bottles,La Vie en Rosé (6 bottles),"<div style=""text-align: center;"" data-mce-style=""text-align: center;"">
<meta charset=""utf-8"">
<div style=""text-align: center;"" data-mce-style=""text-align: center;""><i><span style=""font-weight: 400;"">A gift for drinking all day!</span></i></div>
<p style=""text-align: left;""><br><span data-mce-fragment=""1"" style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">These bubbles are so good that they won’t last long on the table, but look on the bright side: You know where there’s more! Available in three-bottle or six-bottle packages, this gift set of delicious cuvées spotlights rosé from three different producers, each with their signature take on the pink of Champagne.</span></p>
<p style=""text-align: left;"">Included:<br></p>
<ul style=""text-align: left;"">
<ul>
<li>Two bottles of Adrien Redon L'R du temps Rosé</li>
<li>Two bottles of <span data-mce-fragment=""1"">Gimonnet-Oger Grande Reserve Rosé Premier Cru</span>
</li>
<li>Two bottles of Hervieux-Dumez Brut Rosé</li>
<li>handwritten gift note</li>
</ul>
</ul>
<p style=""text-align: left;""><i><span style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Disclaimer: Exact bottles shipped will depend on inventory and may not match pictured cuvées.</span></i></p>
</div>
<div style=""position: absolute; left: 50px; top: 222.562px;"" id=""gtx-trans"">
<div class=""gtx-trans-icon""></div>
</div>",Bundle,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Bundle,"ABV-12, Gift Set, Gift Sets, Gifts, Seasonal Selection, spo-default, spo-disabled, VARIANT-34359141859372-TYPE-BOTTLE, VARIANT-34359141859372-UNIT-ML, VARIANT-34359141859372-VOLUME-4500.0",true,Title,Default Title,,,,,ROAD6,10886.21688,shopify,deny,manual,349.00,,true,true,"",https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork_RoseAllDay_6pack.jpg?v=1650321607,1,,false,,,Champagne Gift,,,,new,true,,,,,,,lb,,183.74,true,true,,,active
la-vie-en-rose-6-bottles,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork_RoseAllDay_3pack_3a83d774-f84f-4d00-b09c-158afce98c78.jpg?v=1674088132,2,,,,,,,,,,,,,,,,,,,,,,,,
la-vie-en-rose-6-bottles,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork_LaVieenRose_6503886d-6734-42ec-b987-cfd21d91a430.jpg?v=1674088132,3,,,,,,,,,,,,,,,,,,,,,,,,
la-vie-en-rose-3-bottles,La Vie en Rosé (3 bottles),"<div style=""text-align: center;"" data-mce-style=""text-align: center;""><i><span style=""font-weight: 400;"">A gift for drinking all day! </span></i></div>
<p><br><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">These bubbles are so good that they won’t last long on the table, but look on the bright side: You know where there’s more! Available in three-bottle or six-bottle packages, this gift set of delicious cuvées spotlights rosé from three different producers, each with their signature take on the pink of Champagne.</span></p>
<p>Included:<br></p>
<ul>
<ul>
<li>A single bottle of Hervieux-Dumez Brut Rosé</li>
<li>A single bottle of Gimonnet-Oger Grande Reserve Rosé Premier Cru</li>
<li>A single bottle of Mathie-Gandon Esprit Brut Rosé Nature *made just for fatcork!</li>
<li>handwritten gift note</li>
</ul>
</ul>
<p><i><span style=""font-weight: 400;"" data-mce-style=""font-weight: 400;"">Disclaimer: Exact bottles shipped will depend on inventory and may not match pictured cuvées.</span></i></p>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<div style=""position: absolute; left: 188px; top: 141.696px;"" id=""gtx-trans"">
<div class=""gtx-trans-icon""></div>
</div>",Bundle,,Bundle,"ABV-12, Gift Set, Gift Sets, Gifts, spo-default, spo-disabled, VARIANT-34359108304940-TYPE-BOTTLE, VARIANT-34359108304940-UNIT-ML, VARIANT-34359108304940-VOLUME-2250.0",true,Title,Default Title,,,,,ROAD3,5443.10844,shopify,deny,manual,189.00,,true,true,"",https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork_RoseAllDay_3pack.jpg?v=1680546785,1,La Vie en Rose Bundles,false,La Vie en Rose - 3 Bottle Champagne Bundle - fatcork ,Indulge in the luxurious taste of Le Vie en Rose with this exquisite champagne gift set from fatcork. Delight your senses with three bottles of premium champagne.,Champagne Gift,,,,new,true,,,,,,,lb,,88.49,true,true,,,active
la-vie-en-rose-3-bottles,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork_LaVieenRose.jpg?v=1656457789,2,,,,,,,,,,,,,,,,,,,,,,,,
red-wine-drinkers,Red Wine Drinkers,"<div style=""text-align: center;"" data-mce-style=""text-align: center;""><i><span style=""font-weight: 400;"">Red, red wines they’ll make you feel so fine.</span></i></div>
<div style=""text-align: center;"" data-mce-style=""text-align: center;""><i><span style=""font-weight: 400;""></span></i></div>
<div style=""text-align: center;"" data-mce-style=""text-align: center;""><em></em></div>
<div style=""text-align: center;"" data-mce-style=""text-align: center;""><em></em></div>
<div style=""text-align: center;"" data-mce-style=""text-align: center;""><em></em></div>
<p><span style=""font-weight: 400;"">This one goes out to all the lovers — of big, bold velvety red wine, that is. Our gift set, featuring three of our best-loved cuvées, embodies all their favorite things about red wine with the added benefit of bubbles. And, oh, the versatility! These full-bodied Champagnes hold their own as part of a fantastic meal, but they are just as delicious going solo. </span></p>
<p><br>Included:<br></p>
<ul>
<li>Single bottle of <a href=""https://fatcork.com/collections/all/products/piollot-les-protelles?_pos=2&amp;_fid=e8e41c05d&amp;_ss=c"">Piollot Père et Fils Les Protelles</a>
</li>
<li>Single bottle of <a href=""https://fatcork.com/collections/single-bottles/products/absolu-boise?_pos=11&amp;_fid=a32c1900d&amp;_ss=c"">Didier-Ducos Absolu Boisé</a>
</li>
<li>Single bottle of <a href=""https://fatcork.com/collections/single-bottles/products/jean-baillette-prudhomme-cuvee-heritage-premier-cru?_pos=3&amp;_fid=8a4282ba8&amp;_ss=c"">Jean Baillette-Prudhomme Heritage Premier Cru</a>
</li>
<li>handwritten gift note</li>
</ul>
<meta charset=""utf-8"">
<p><i><span>Disclaimer: Exact bottles shipped will depend on inventory and may not match pictured cuvées.</span></i></p>",Bundle,,Bundle,"ABV-12, Gift Set, Gift Sets, Gifts, spo-default, spo-disabled, VARIANT-34359075995692-TYPE-BOTTLE, VARIANT-34359075995692-UNIT-ML, VARIANT-34359075995692-VOLUME-2250.0",true,Title,Default Title,,,,,RWDR,5443.10844,shopify,deny,manual,245.00,,true,true,"",https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork_RedWineDrinkers.jpg?v=1680552083,1,Red Wine Drinkers ,false,Red Wine Drinkers | Champagne Bundle | fatcork,"All their favorite things about red wine with the added benefit of bubbles. Shop our Red Wine Drinkers gift set in fatcork. Shop bubbles bundles online, shop champagne. ",Champagne Gift,,,,new,true,,,,,,,lb,,137.06,true,true,,,active
fatcork-canvas-natural-tote-bag,Canvas natural tote bag,"<meta charset=""utf-8""><span>Medium mid-weight 100% cotton canvas tote. Great for the farmer's market grabs, the library and of course to tote around your bottles of Champagne!</span>",fatcork ,Apparel & Accessories,Merchandise,"Merchandise, spo-default, spo-disabled, Tote",false,Title,Default Title,,,,,TOTEN,45.359237,shopify,deny,manual,25.00,,true,true,"",https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork_Tote_Natural.jpg?v=1634834628,1,,false,Natural Tote Bag | Bottles Champagne | fatcork,"Carry your champagne in style with our fatcork Canvas Natural Tote Bag. Made with premium materials, it's the perfect accessory for any occasion. ",Champagne Accessories,,,,new,true,,,,,,,lb,,8.41,true,true,,,archived
fatcork-canvas-natural-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Tote_Natural.jpg?v=1634834628,2,,,,,,,,,,,,,,,,,,,,,,,,
fatcork-canvas-natural-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Izanaturaltote.png?v=1634834628,3,,,,,,,,,,,,,,,,,,,,,,,,
petersen-family-farms-bottled-popcorn,Petersen Family Farms Bottled Popcorn,"<meta charset=""utf-8""><span>Fresh gourmet popcorn from a family farm in Riverton, Utah.  They grow popcorn that is perfectly dried to create the best popcorn. Best for movie nights or camping snacks.</span>",Outsource,,Gift add on,"spo-default, spo-disabled",false,Title,Default Title,,,,,POPC,453.59237,shopify,deny,manual,8.00,,true,true,"",,,,false,,,,,,,,,,,,,,,lb,,3.00,true,true,,,archived
fatcork-canvas-black-tote-bag,Canvas black tote bag,"Medium mid-weight 100% cotton canvas tote. Great for the farmer's market grabs, the library and of course to tote around your bottles of Champagne!",fatcork ,Apparel & Accessories,Merchandise,"Merchandise, spo-default, spo-disabled, Tote",true,Title,Default Title,,,,,TOTEB,453.59237,shopify,deny,manual,25.00,,true,true,"",https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork_Tote_Black.jpg?v=1633926678,1,,false,Black Canvas Tote Bag | Merchandise | fatcork ,"Carry your champagne with style with our fatcork Canvas Black Tote Bag. Made with premium materials, it's the perfect accessory for any occasion. Buy it now!
",Champagne Accessories,,,,new,true,,,,,,,lb,,8.41,true,true,,,active
fatcork-canvas-black-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Johnblacktote.png?v=1633926678,2,,,,,,,,,,,,,,,,,,,,,,,,
fatcork-canvas-black-tote-bag,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Tote_Black.jpg?v=1633926678,3,,,,,,,,,,,,,,,,,,,,,,,,
happy-birthday,Happy Birthday!,"<div style=""text-align: center;""><i><span style=""font-weight: 400;"">Cheers to a new vintage!</span></i></div>
<div style=""text-align: center;""><i><span style=""font-weight: 400;""></span></i></div>
<div style=""text-align: left;"">Another trip around the sun calls for Champagne that's aged to perfection and ready to pop.</div>
<div style=""text-align: left;""></div>
<div style=""text-align: left;""></div>
<p style=""text-align: left;"">Included:<br></p>
<div style=""text-align: left;"">
<ul>
<li>
<span data-mce-fragment=""1""><span data-mce-fragment=""1"">Single bottle of <a href=""https://fatcork.com/collections/single-bottles/products/cuvee-excellence?_pos=1&amp;_fid=689189570&amp;_ss=c"">Alexandre Lenique </a></span></span><a href=""https://fatcork.com/collections/single-bottles/products/cuvee-excellence?_pos=1&amp;_fid=689189570&amp;_ss=c""><span data-mce-fragment=""1"">Cuvée Excellence</span> </a>
</li>
<li><a href=""https://fatcork.com/collections/merchandise/products/fatcork-canvas-natural-tote-bag"">fatcork black tote bag</a></li>
<li>handwritten gift note</li>
</ul>
<p><i>Disclaimer: Exact products may not match pictured gift set</i></p>
</div>",Gift Set,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Gift Set,"ABV-12, Gift Set, Gift Sets, Gifts, spo-default, spo-disabled, VARIANT-34356704018476-TYPE-BOTTLE, VARIANT-34356704018476-UNIT-ML, VARIANT-34356704018476-VOLUME-750.0",true,Title,Default Title,,,,,HAPI,2267.96185,shopify,deny,manual,90.00,,true,true,"",https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork_HappyBirthday3.jpg?v=1680546421,1,Happy Birthday Champagne Gift Set,false,Happy Birthday Champagne - Gift Sets Collection - fatcork,Champagne for their birthday? Bonne idée! Click to shop our Happy Birthday gift set and share with your friends or family the best champagne. Shop in fatcork.,Champagne Gift,,,,new,true,,,,,,,lb,,37.43,true,true,,,active
happy-birthday,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork_Tote_Black_c3eaa74b-3315-423f-a220-cba4389418b0.jpg?v=1672765792,2,,,,,,,,,,,,,,,,,,,,,,,,
this-calls-for-champagne-gift-card,This Calls for Champagne card,"<meta charset=""utf-8"">
<p><span>The perfect way to spruce up a gift greeting - whether it be for a wedding, a promotion, or just a day in need of Champagne.</span></p>
<ul>
<li>Inside of card is blank</li>
<li>4.875"" x 3.5""</li>
<li>Kraft envelope included</li>
</ul>",fatcork,Apparel & Accessories,Merchandise,"Merchandise, spo-default, spo-disabled",true,Title,Default Title,,,,,TCFC,22.6796185,,deny,manual,5.00,,true,true,"",https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork_GreetingCard.jpg?v=1631241530,1,,false,Champagne Gift Card | fatcork,Enjoy the gift of celebration with our Champagne gift card. Perfect for any occasion & more when you don’t know what to give away. Order now in fatcork. ,Champagne Accessories,,,,new,true,,,,,,,lb,,3.00,true,true,,,active
this-calls-for-champagne-gift-card,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork_GreetingCard2.jpg?v=1631241530,2,,,,,,,,,,,,,,,,,,,,,,,,
go-big,Go Big,"<p style=""text-align: left;""><i><span style=""font-weight: 400;"">M-A-G. That’s the way we spell party! </span></i></p>
<p style=""text-align: left;""><span style=""font-weight: 400;"">Simple times these are not. Today, our gatherings are begging to be a little extra — maybe some flash and definitely some festivity. And as celebration specialists, we have just the thing: the Champagne magnum. This big-hearted gift makes a statement and serves a crowd. Where you gift a magnum, the party will follow. </span></p>
<p style=""text-align: left;"">Included:<br></p>
<ul style=""text-align: left;"">
<li>Single bottle of <span data-mce-fragment=""1""><a href=""https://fatcork.com/collections/all/products/esprit-brut-1-5l?_pos=3&amp;_fid=a1c281c23&amp;_ss=c"">Mathieu-Gandon Esprit Brut Magnum</a> </span>
</li>
<li><span style=""font-weight: 400;"" data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">“This calls for Champagne” card with gift message</span></li>
</ul>",Gift Set,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Gift Set,"ABV-12, Gift Set, Gift Sets, Gifts, spo-default, spo-disabled, VARIANT-34356648083500-TYPE-BOTTLE, VARIANT-34356648083500-UNIT-ML, VARIANT-34356648083500-VOLUME-1500.0",true,Title,Default Title,,,,,GOBI,3628.73896,shopify,deny,manual,148.00,,true,true,"",https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork_GoBig_MGEBM.jpg?v=1671046064,1,,false,Shop Go Big Magnum Gift Set | Champagne | fatcork,"Experience the ultimate champagne indulgence with Fat Cork's ""Go Big"" collection. Elevate your celebrations and savor the richness of exceptional champagne. ",Champagne Gift,,,,new,true,,,,,,,lb,,54.88,true,true,,,active
go-big,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork_GreetingCard2_ebd33e93-688c-4bf2-a6d9-c6fa40389540.jpg?v=1671046064,2,,,,,,,,,,,,,,,,,,,,,,,,
go-big,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0347/9578/2188/products/Fatcork_MGEBM.jpg?v=1671046064,3,,,,,,,,,,,,,,,,,,,,,,,,
